stock,STT,indicator,2017,2016,2015,2014,2013
STB,6,Thanh toán hiện hành,73%,70%,75%,87%,90%
STB,7,Thanh toán nhanh,73%,70%,75%,87%,90%
STB,8,Thanh toán nợ ngắn hạn,2%,2%,2%,3%,3%
STB,9,Vòng quay Tổng tài sản,0%,1%,3%,4%,4%
STB,10,Vòng quay tài sản ngắn hạn,1%,2%,4%,5%,5%
STB,11,Vòng quay vốn chủ sở hữu,7%,18%,33%,37%,43%
STB,12,Vòng quay Hàng tồn kho,0%,0%,0%,0%,0%
STB,13,Lợi nhuận trước thuế/Doanh thu thuần,27%,4%,22%,43%,45%
STB,14,Lợi nhuận sau thuế/Doanh thu thuần,18%,2%,17%,34%,34%
STB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,0%,1%,1%
STB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),3%,0%,5%,12%,13%
STB,1,Lợi nhuận trên vốn đầu tư (ROIC),5%,0%,7%,15%,14%
STB,2,Tỷ lệ tăng trưởng doanh thu,77%,-39%,1%,-1%,2%
STB,3,Lợi nhuận trên cổ phiếu (EPS),0%,-67%,-48%,-1%,212%
STB,4,Vốn chủ sở hữu,0%,-2%,25%,6%,25%
STB,5,Tiền mặt,1%,-11%,37%,14%,-56%
STB,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,8%
STB,2,Tăng trưởng giá cổ phiếu,25%,-28%,-12%,5%,6%
STC,1,Tài sản ngắn hạn/Tổng tài sản,70%,63%,63%,70%,67%
STC,2,Tài sản dài hạn/Tổng tài sản,30%,37%,37%,30%,33%
STC,3,Nợ phải trả/Tổng nguồn vốn,38%,26%,26%,33%,38%
STC,4,Nợ phải trả/Vốn chủ sở hữu,60%,36%,36%,49%,64%
STC,5,Vốn chủ sở hữu/Tổng nguồn vốn,62%,74%,74%,67%,60%
STC,6,Thanh toán hiện hành,185%,238%,246%,215%,178%
STC,7,Thanh toán nhanh,109%,139%,157%,143%,120%
STC,8,Thanh toán nợ ngắn hạn,14%,42%,58%,68%,51%
STC,9,Vòng quay Tổng tài sản,81%,235%,206%,187%,195%
STC,10,Vòng quay tài sản ngắn hạn,119%,372%,309%,272%,291%
STC,11,Vòng quay vốn chủ sở hữu,125%,318%,293%,295%,312%
STC,12,Vòng quay Hàng tồn kho,211%,747%,696%,630%,670%
STC,13,Lợi nhuận trước thuế/Doanh thu thuần,6%,4%,5%,7%,6%
STC,14,Lợi nhuận sau thuế/Doanh thu thuần,5%,4%,5%,6%,5%
STC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),9%,9%,10%,11%,9%
STC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),14%,12%,13%,16%,16%
STC,1,Lợi nhuận trên vốn đầu tư (ROIC),7%,5%,6%,8%,7%
STC,2,Tỷ lệ tăng trưởng doanh thu,11%,15%,10%,-3%,6%
STC,3,Lợi nhuận trên cổ phiếu (EPS),6%,-12%,5%,1%,-6%
STC,4,Vốn chủ sở hữu,4%,1%,9%,13%,-7%
STC,5,Tiền mặt,47%,-25%,-33%,15%,43%
STC,1,Cổ tức tiền mặt,N/A,13%,13%,13%,15%
STC,2,Tăng trưởng giá cổ phiếu,-16%,76%,30%,25%,116%
STG,1,Tài sản ngắn hạn/Tổng tài sản,52%,33%,80%,74%,83%
STG,2,Tài sản dài hạn/Tổng tài sản,48%,67%,20%,26%,17%
STG,3,Nợ phải trả/Tổng nguồn vốn,35%,46%,73%,39%,28%
STG,4,Nợ phải trả/Vốn chủ sở hữu,54%,85%,275%,65%,38%
STG,5,Vốn chủ sở hữu/Tổng nguồn vốn,65%,54%,27%,60%,72%
STG,6,Thanh toán hiện hành,304%,205%,569%,201%,304%
STG,7,Thanh toán nhanh,296%,197%,564%,200%,300%
STG,8,Thanh toán nợ ngắn hạn,67%,48%,444%,60%,156%
STG,9,Vòng quay Tổng tài sản,15%,85%,218%,393%,371%
STG,10,Vòng quay tài sản ngắn hạn,33%,194%,278%,504%,454%
STG,11,Vòng quay vốn chủ sở hữu,25%,178%,608%,604%,500%
STG,12,Vòng quay Hàng tồn kho,630%,"6,415%","34,823%","50,129%","19,171%"
STG,13,Lợi nhuận trước thuế/Doanh thu thuần,9%,10%,3%,4%,5%
STG,14,Lợi nhuận sau thuế/Doanh thu thuần,7%,9%,3%,3%,4%
STG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),21%,5%,4%,11%,13%
STG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),32%,9%,14%,18%,18%
STG,1,Lợi nhuận trên vốn đầu tư (ROIC),9%,11%,3%,4%,4%
STG,2,Tỷ lệ tăng trưởng doanh thu,4%,25%,16%,32%,9%
STG,3,Lợi nhuận trên cổ phiếu (EPS),323%,273%,-22%,18%,9%
STG,4,Vốn chủ sở hữu,22%,588%,17%,13%,6%
STG,5,Tiền mặt,-36%,-57%,632%,-28%,28%
STG,1,Cổ tức tiền mặt,N/A,N/A,N/A,10%,20%
STG,2,Tăng trưởng giá cổ phiếu,-20%,169%,21%,95%,19%
STK,1,Tài sản ngắn hạn/Tổng tài sản,35%,29%,27%,37%,39%
STK,2,Tài sản dài hạn/Tổng tài sản,65%,71%,73%,63%,61%
STK,3,Nợ phải trả/Tổng nguồn vốn,64%,66%,60%,46%,51%
STK,4,Nợ phải trả/Vốn chủ sở hữu,178%,191%,149%,84%,104%
STK,5,Vốn chủ sở hữu/Tổng nguồn vốn,36%,34%,40%,54%,49%
STK,6,Thanh toán hiện hành,89%,88%,116%,223%,132%
STK,7,Thanh toán nhanh,40%,28%,28%,135%,63%
STK,8,Thanh toán nợ ngắn hạn,17%,13%,2%,71%,25%
STK,9,Vòng quay Tổng tài sản,25%,73%,70%,128%,142%
STK,10,Vòng quay tài sản ngắn hạn,83%,256%,223%,336%,405%
STK,11,Vòng quay vốn chủ sở hữu,71%,196%,152%,247%,299%
STK,12,Vòng quay Hàng tồn kho,123%,324%,314%,632%,630%
STK,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,2%,8%,9%,7%
STK,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,2%,7%,7%,5%
STK,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,1%,4%,9%,7%
STK,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),7%,4%,10%,16%,15%
STK,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,2%,8%,9%,6%
STK,2,Tỷ lệ tăng trưởng doanh thu,72%,33%,-29%,0%,32%
STK,3,Lợi nhuận trên cổ phiếu (EPS),7%,-65%,-47%,43%,-12%
STK,4,Vốn chủ sở hữu,6%,1%,2%,34%,7%
STK,5,Tiền mặt,900%,"1,216%",-96%,96%,214%
STK,1,Cổ tức tiền mặt,N/A,3%,5%,N/A,N/A
STK,2,Tăng trưởng giá cổ phiếu,0%,-27%,14%,N/A,N/A
SVN,1,Tài sản ngắn hạn/Tổng tài sản,96%,65%,28%,21%,46%
SVN,2,Tài sản dài hạn/Tổng tài sản,4%,35%,72%,79%,54%
SVN,3,Nợ phải trả/Tổng nguồn vốn,8%,10%,21%,18%,30%
SVN,4,Nợ phải trả/Vốn chủ sở hữu,9%,11%,26%,21%,43%
SVN,5,Vốn chủ sở hữu/Tổng nguồn vốn,92%,90%,79%,82%,70%
SVN,6,Thanh toán hiện hành,"1,231%",652%,139%,121%,159%
SVN,7,Thanh toán nhanh,"1,154%",605%,97%,92%,92%
SVN,8,Thanh toán nợ ngắn hạn,415%,6%,1%,0%,1%
SVN,9,Vòng quay Tổng tài sản,0%,33%,32%,36%,29%
SVN,10,Vòng quay tài sản ngắn hạn,0%,72%,126%,145%,65%
SVN,11,Vòng quay vốn chủ sở hữu,0%,39%,39%,45%,39%
SVN,12,Vòng quay Hàng tồn kho,0%,467%,437%,471%,149%
SVN,13,Lợi nhuận trước thuế/Doanh thu thuần,0%,6%,12%,2%,-11%
SVN,14,Lợi nhuận sau thuế/Doanh thu thuần,0%,3%,9%,2%,-11%
SVN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-2%,1%,3%,0%,-3%
SVN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-2%,1%,3%,1%,-5%
SVN,1,Lợi nhuận trên vốn đầu tư (ROIC),0%,4%,10%,2%,-12%
SVN,2,Tỷ lệ tăng trưởng doanh thu,-100%,7%,54%,322%,-57%
SVN,3,Lợi nhuận trên cổ phiếu (EPS),-125%,-10%,921%,0%,-100%
SVN,4,Vốn chủ sở hữu,-2%,8%,4%,562%,-4%
SVN,5,Tiền mặt,"17,001%",277%,327%,-22%,-67%
SVN,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
SVN,2,Tăng trưởng giá cổ phiếu,73%,-67%,-40%,-74%,-27%
SWC,1,Tài sản ngắn hạn/Tổng tài sản,59%,27%,25%,25%,37%
SWC,2,Tài sản dài hạn/Tổng tài sản,41%,73%,75%,75%,63%
SWC,3,Nợ phải trả/Tổng nguồn vốn,14%,14%,14%,16%,31%
SWC,4,Nợ phải trả/Vốn chủ sở hữu,16%,16%,16%,19%,45%
SWC,5,Vốn chủ sở hữu/Tổng nguồn vốn,86%,86%,86%,84%,69%
SWC,6,Thanh toán hiện hành,725%,347%,287%,224%,144%
SWC,7,Thanh toán nhanh,716%,332%,265%,210%,126%
SWC,8,Thanh toán nợ ngắn hạn,116%,50%,170%,131%,73%
SWC,9,Vòng quay Tổng tài sản,4%,18%,19%,41%,80%
SWC,10,Vòng quay tài sản ngắn hạn,9%,69%,78%,129%,231%
SWC,11,Vòng quay vốn chủ sở hữu,5%,21%,23%,54%,114%
SWC,12,Vòng quay Hàng tồn kho,178%,"1,016%",885%,"1,243%","1,950%"
SWC,13,Lợi nhuận trước thuế/Doanh thu thuần,32%,32%,35%,10%,4%
SWC,14,Lợi nhuận sau thuế/Doanh thu thuần,29%,31%,31%,9%,4%
SWC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),35%,5%,6%,4%,3%
SWC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),41%,6%,7%,5%,4%
SWC,1,Lợi nhuận trên vốn đầu tư (ROIC),37%,35%,40%,10%,4%
SWC,2,Tỷ lệ tăng trưởng doanh thu,10%,-3%,-56%,-52%,35%
SWC,3,Lợi nhuận trên cổ phiếu (EPS),318%,20%,34%,22%,50%
SWC,4,Vốn chủ sở hữu,14%,3%,5%,2%,1%
SWC,5,Tiền mặt,55%,-73%,6%,-37%,-6%
SWC,1,Cổ tức tiền mặt,N/A,50%,5%,4%,4%
SWC,2,Tăng trưởng giá cổ phiếu,-3%,33%,50%,21%,138%
TC6,1,Tài sản ngắn hạn/Tổng tài sản,34%,23%,18%,32%,36%
TC6,2,Tài sản dài hạn/Tổng tài sản,66%,77%,82%,68%,64%
TC6,3,Nợ phải trả/Tổng nguồn vốn,81%,78%,75%,74%,77%
TC6,4,Nợ phải trả/Vốn chủ sở hữu,436%,350%,299%,290%,343%
TC6,5,Vốn chủ sở hữu/Tổng nguồn vốn,19%,22%,25%,26%,23%
TC6,6,Thanh toán hiện hành,56%,44%,35%,66%,68%
TC6,7,Thanh toán nhanh,19%,22%,9%,42%,30%
TC6,8,Thanh toán nợ ngắn hạn,0%,0%,0%,0%,1%
TC6,9,Vòng quay Tổng tài sản,22%,203%,298%,322%,258%
TC6,10,Vòng quay tài sản ngắn hạn,78%,982%,"1,211%",943%,575%
TC6,11,Vòng quay vốn chủ sở hữu,109%,862%,"1,178%","1,339%","1,401%"
TC6,12,Vòng quay Hàng tồn kho,96%,"1,511%","2,237%","1,856%","1,318%"
TC6,13,Lợi nhuận trước thuế/Doanh thu thuần,-1%,0%,1%,1%,2%
TC6,14,Lợi nhuận sau thuế/Doanh thu thuần,-1%,0%,1%,1%,1%
TC6,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,3%,3%,4%
TC6,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,0%,13%,13%,19%
TC6,1,Lợi nhuận trên vốn đầu tư (ROIC),-2%,0%,1%,1%,2%
TC6,2,Tỷ lệ tăng trưởng doanh thu,-16%,-25%,-11%,0%,7%
TC6,3,Lợi nhuận trên cổ phiếu (EPS),-63%,-99%,-41%,-13%,359%
TC6,4,Vốn chủ sở hữu,5%,3%,2%,1%,8%
TC6,5,Tiền mặt,-65%,-71%,120%,-63%,-22%
TC6,1,Cổ tức tiền mặt,N/A,N/A,6%,10%,10%
TC6,2,Tăng trưởng giá cổ phiếu,-23%,21%,-17%,79%,-17%
TCH,1,Tài sản ngắn hạn/Tổng tài sản,29%,30%,68%,78%,80%
TCH,2,Tài sản dài hạn/Tổng tài sản,71%,70%,32%,22%,20%
TCH,3,Nợ phải trả/Tổng nguồn vốn,9%,7%,29%,58%,70%
TCH,4,Nợ phải trả/Vốn chủ sở hữu,9%,7%,41%,158%,255%
TCH,5,Vốn chủ sở hữu/Tổng nguồn vốn,91%,93%,71%,37%,27%
TCH,6,Thanh toán hiện hành,630%,544%,235%,136%,114%
TCH,7,Thanh toán nhanh,243%,232%,72%,14%,10%
TCH,8,Thanh toán nợ ngắn hạn,97%,166%,20%,7%,2%
TCH,9,Vòng quay Tổng tài sản,11%,38%,57%,69%,7%
TCH,10,Vòng quay tài sản ngắn hạn,35%,89%,79%,87%,9%
TCH,11,Vòng quay vốn chủ sở hữu,11%,44%,102%,213%,27%
TCH,12,Vòng quay Hàng tồn kho,44%,106%,79%,70%,8%
TCH,13,Lợi nhuận trước thuế/Doanh thu thuần,28%,36%,20%,25%,10%
TCH,14,Lợi nhuận sau thuế/Doanh thu thuần,23%,32%,16%,20%,10%
TCH,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),10%,9%,8%,13%,0%
TCH,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),11%,10%,11%,35%,1%
TCH,1,Lợi nhuận trên vốn đầu tư (ROIC),31%,42%,20%,27%,13%
TCH,2,Tỷ lệ tăng trưởng doanh thu,2%,14%,0%,"1,828%",-100%
TCH,3,Lợi nhuận trên cổ phiếu (EPS),36%,0%,0%,0%,0%
TCH,4,Vốn chủ sở hữu,5%,166%,154%,45%,-100%
TCH,5,Tiền mặt,-54%,219%,85%,267%,-100%
TCH,1,Cổ tức tiền mặt,N/A,8%,N/A,N/A,N/A
TCH,2,Tăng trưởng giá cổ phiếu,15%,3%,N/A,N/A,N/A
TCM,1,Tài sản ngắn hạn/Tổng tài sản,54%,46%,47%,48%,48%
TCM,2,Tài sản dài hạn/Tổng tài sản,46%,54%,53%,52%,52%
TCM,3,Nợ phải trả/Tổng nguồn vốn,67%,68%,64%,61%,63%
TCM,4,Nợ phải trả/Vốn chủ sở hữu,199%,208%,180%,153%,169%
TCM,5,Vốn chủ sở hữu/Tổng nguồn vốn,33%,32%,36%,39%,37%
TCM,6,Thanh toán hiện hành,97%,89%,95%,101%,102%
TCM,7,Thanh toán nhanh,55%,40%,32%,38%,37%
TCM,8,Thanh toán nợ ngắn hạn,8%,7%,7%,14%,12%
TCM,9,Vòng quay Tổng tài sản,32%,115%,122%,127%,129%
TCM,10,Vòng quay tài sản ngắn hạn,65%,247%,258%,263%,267%
TCM,11,Vòng quay vốn chủ sở hữu,93%,339%,327%,332%,374%
TCM,12,Vòng quay Hàng tồn kho,118%,351%,337%,355%,361%
TCM,13,Lợi nhuận trước thuế/Doanh thu thuần,7%,4%,6%,7%,5%
TCM,14,Lợi nhuận sau thuế/Doanh thu thuần,6%,4%,6%,7%,5%
TCM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),6%,4%,6%,8%,6%
TCM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),19%,13%,17%,21%,17%
TCM,1,Lợi nhuận trên vốn đầu tư (ROIC),7%,4%,6%,8%,6%
TCM,2,Tỷ lệ tăng trưởng doanh thu,14%,10%,8%,1%,12%
TCM,3,Lợi nhuận trên cổ phiếu (EPS),75%,-26%,-9%,36%,-712%
TCM,4,Vốn chủ sở hữu,18%,2%,10%,11%,17%
TCM,5,Tiền mặt,26%,9%,-37%,19%,30%
TCM,1,Cổ tức tiền mặt,N/A,5%,10%,12%,10%
TCM,2,Tăng trưởng giá cổ phiếu,79%,-51%,-2%,64%,291%
TDC,1,Tài sản ngắn hạn/Tổng tài sản,74%,72%,70%,82%,75%
TDC,2,Tài sản dài hạn/Tổng tài sản,26%,28%,30%,18%,25%
TDC,3,Nợ phải trả/Tổng nguồn vốn,86%,83%,84%,81%,72%
TDC,4,Nợ phải trả/Vốn chủ sở hữu,597%,496%,515%,430%,261%
TDC,5,Vốn chủ sở hữu/Tổng nguồn vốn,14%,17%,16%,19%,27%
TDC,6,Thanh toán hiện hành,138%,150%,142%,114%,108%
TDC,7,Thanh toán nhanh,23%,27%,39%,19%,21%
TDC,8,Thanh toán nợ ngắn hạn,1%,1%,1%,1%,2%
TDC,9,Vòng quay Tổng tài sản,7%,20%,23%,33%,41%
TDC,10,Vòng quay tài sản ngắn hạn,10%,28%,30%,41%,50%
TDC,11,Vòng quay vốn chủ sở hữu,48%,120%,132%,147%,132%
TDC,12,Vòng quay Hàng tồn kho,9%,26%,29%,41%,57%
TDC,13,Lợi nhuận trước thuế/Doanh thu thuần,19%,12%,10%,9%,12%
TDC,14,Lợi nhuận sau thuế/Doanh thu thuần,19%,9%,7%,6%,9%
TDC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,2%,1%,2%,3%
TDC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),17%,11%,9%,10%,12%
TDC,1,Lợi nhuận trên vốn đầu tư (ROIC),24%,12%,9%,8%,12%
TDC,2,Tỷ lệ tăng trưởng doanh thu,115%,-8%,-18%,-2%,8%
TDC,3,Lợi nhuận trên cổ phiếu (EPS),35%,4%,7%,-31%,0%
TDC,4,Vốn chủ sở hữu,6%,2%,2%,-3%,-3%
TDC,5,Tiền mặt,17%,-10%,-8%,-37%,21%
TDC,1,Cổ tức tiền mặt,N/A,N/A,10%,10%,14%
TDC,2,Tăng trưởng giá cổ phiếu,31%,-3%,-27%,32%,21%
TDH,1,Tài sản ngắn hạn/Tổng tài sản,52%,42%,55%,49%,44%
TDH,2,Tài sản dài hạn/Tổng tài sản,48%,58%,45%,51%,56%
TDH,3,Nợ phải trả/Tổng nguồn vốn,38%,37%,45%,38%,36%
TDH,4,Nợ phải trả/Vốn chủ sở hữu,62%,58%,83%,66%,60%
TDH,5,Vốn chủ sở hữu/Tổng nguồn vốn,62%,63%,55%,58%,60%
TDH,6,Thanh toán hiện hành,193%,163%,214%,223%,205%
TDH,7,Thanh toán nhanh,136%,127%,153%,97%,112%
TDH,8,Thanh toán nợ ngắn hạn,12%,24%,47%,18%,9%
TDH,9,Vòng quay Tổng tài sản,25%,40%,36%,24%,18%
TDH,10,Vòng quay tài sản ngắn hạn,46%,82%,68%,52%,42%
TDH,11,Vòng quay vốn chủ sở hữu,42%,67%,63%,41%,29%
TDH,12,Vòng quay Hàng tồn kho,143%,256%,140%,84%,60%
TDH,13,Lợi nhuận trước thuế/Doanh thu thuần,7%,13%,5%,9%,6%
TDH,14,Lợi nhuận sau thuế/Doanh thu thuần,6%,10%,5%,8%,5%
TDH,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),6%,4%,2%,2%,1%
TDH,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),9%,6%,3%,3%,1%
TDH,1,Lợi nhuận trên vốn đầu tư (ROIC),6%,13%,6%,10%,7%
TDH,2,Tỷ lệ tăng trưởng doanh thu,118%,20%,44%,37%,56%
TDH,3,Lợi nhuận trên cổ phiếu (EPS),53%,123%,30%,25%,44%
TDH,4,Vốn chủ sở hữu,9%,28%,-2%,3%,-4%
TDH,5,Tiền mặt,9%,-44%,223%,105%,21%
TDH,1,Cổ tức tiền mặt,N/A,10%,10%,N/A,10%
TDH,2,Tăng trưởng giá cổ phiếu,64%,-8%,-18%,42%,13%
TDN,1,Tài sản ngắn hạn/Tổng tài sản,33%,25%,28%,32%,33%
TDN,2,Tài sản dài hạn/Tổng tài sản,67%,75%,72%,68%,67%
TDN,3,Nợ phải trả/Tổng nguồn vốn,70%,65%,70%,71%,73%
TDN,4,Nợ phải trả/Vốn chủ sở hữu,237%,188%,229%,246%,277%
TDN,5,Vốn chủ sở hữu/Tổng nguồn vốn,30%,35%,30%,29%,27%
TDN,6,Thanh toán hiện hành,57%,51%,48%,61%,69%
TDN,7,Thanh toán nhanh,34%,23%,13%,24%,25%
TDN,8,Thanh toán nợ ngắn hạn,0%,0%,0%,1%,0%
TDN,9,Vòng quay Tổng tài sản,51%,212%,235%,242%,202%
TDN,10,Vòng quay tài sản ngắn hạn,183%,788%,775%,739%,571%
TDN,11,Vòng quay vốn chủ sở hữu,163%,652%,791%,874%,831%
TDN,12,Vòng quay Hàng tồn kho,334%,"1,118%","1,070%","1,079%",994%
TDN,13,Lợi nhuận trước thuế/Doanh thu thuần,-1%,1%,1%,1%,1%
TDN,14,Lợi nhuận sau thuế/Doanh thu thuần,-1%,1%,1%,1%,1%
TDN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,2%,2%,3%,2%
TDN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,6%,6%,9%,9%
TDN,1,Lợi nhuận trên vốn đầu tư (ROIC),-1%,1%,1%,1%,1%
TDN,2,Tỷ lệ tăng trưởng doanh thu,-9%,-14%,-7%,5%,-20%
TDN,3,Lợi nhuận trên cổ phiếu (EPS),-61%,-16%,-34%,-205%,-28%
TDN,4,Vốn chủ sở hữu,0%,3%,5%,0%,-1%
TDN,5,Tiền mặt,-33%,209%,-87%,202%,102%
TDN,1,Cổ tức tiền mặt,N/A,2%,6%,6%,9%
TDN,2,Tăng trưởng giá cổ phiếu,-19%,23%,-10%,23%,-17%
TEG,1,Tài sản ngắn hạn/Tổng tài sản,38%,30%,30%,11%,100%
TEG,2,Tài sản dài hạn/Tổng tài sản,62%,70%,70%,89%,0%
TEG,3,Nợ phải trả/Tổng nguồn vốn,3%,5%,2%,1%,0%
TEG,4,Nợ phải trả/Vốn chủ sở hữu,4%,5%,2%,1%,0%
TEG,5,Vốn chủ sở hữu/Tổng nguồn vốn,97%,95%,98%,99%,100%
TEG,6,Thanh toán hiện hành,"1,111%",622%,"2,374%",868%,"220,611%"
TEG,7,Thanh toán nhanh,"1,111%",622%,"2,374%",863%,"220,489%"
TEG,8,Thanh toán nợ ngắn hạn,5%,11%,152%,338%,"220,467%"
TEG,9,Vòng quay Tổng tài sản,14%,75%,32%,161%,78%
TEG,10,Vòng quay tài sản ngắn hạn,35%,246%,112%,299%,78%
TEG,11,Vòng quay vốn chủ sở hữu,14%,77%,32%,162%,78%
TEG,12,Vòng quay Hàng tồn kho,0%,0%,"418,673%","298,927%","139,364%"
TEG,13,Lợi nhuận trước thuế/Doanh thu thuần,6%,30%,26%,4%,-2%
TEG,14,Lợi nhuận sau thuế/Doanh thu thuần,5%,24%,20%,3%,-2%
TEG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),11%,16%,4%,5%,-1%
TEG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,17%,4%,5%,-1%
TEG,1,Lợi nhuận trên vốn đầu tư (ROIC),5%,31%,25%,3%,-2%
TEG,2,Tỷ lệ tăng trưởng doanh thu,11%,369%,-14%,325%,-100%
TEG,3,Lợi nhuận trên cổ phiếu (EPS),10%,"1,008%",0%,0%,0%
TEG,4,Vốn chủ sở hữu,13%,20%,648%,6%,-100%
TEG,5,Tiền mặt,-85%,-66%,259%,-96%,-100%
TEG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
TEG,2,Tăng trưởng giá cổ phiếu,-15%,-38%,17%,N/A,N/A
THT,1,Tài sản ngắn hạn/Tổng tài sản,64%,45%,41%,59%,51%
THT,2,Tài sản dài hạn/Tổng tài sản,36%,55%,59%,41%,49%
THT,3,Nợ phải trả/Tổng nguồn vốn,69%,57%,64%,65%,68%
THT,4,Nợ phải trả/Vốn chủ sở hữu,219%,131%,177%,182%,208%
THT,5,Vốn chủ sở hữu/Tổng nguồn vốn,31%,43%,36%,35%,32%
THT,6,Thanh toán hiện hành,93%,80%,65%,101%,90%
THT,7,Thanh toán nhanh,36%,23%,27%,57%,44%
THT,8,Thanh toán nợ ngắn hạn,0%,0%,14%,1%,0%
THT,9,Vòng quay Tổng tài sản,51%,278%,316%,317%,259%
THT,10,Vòng quay tài sản ngắn hạn,90%,644%,628%,574%,511%
THT,11,Vòng quay vốn chủ sở hữu,145%,703%,882%,934%,771%
THT,12,Vòng quay Hàng tồn kho,132%,908%,"1,162%","1,125%",828%
THT,13,Lợi nhuận trước thuế/Doanh thu thuần,0%,2%,1%,2%,2%
THT,14,Lợi nhuận sau thuế/Doanh thu thuần,0%,1%,1%,2%,2%
THT,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,4%,3%,6%,4%
THT,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),9%,9%,10%,16%,12%
THT,1,Lợi nhuận trên vốn đầu tư (ROIC),0%,1%,1%,2%,2%
THT,2,Tỷ lệ tăng trưởng doanh thu,0%,-16%,-2%,25%,21%
THT,3,Lợi nhuận trên cổ phiếu (EPS),-44%,-5%,-35%,0%,109%
THT,4,Vốn chủ sở hữu,1%,7%,4%,3%,3%
THT,5,Tiền mặt,-59%,-99%,"1,921%",118%,-43%
THT,1,Cổ tức tiền mặt,N/A,6%,10%,13%,13%
THT,2,Tăng trưởng giá cổ phiếu,7%,-5%,-7%,63%,12%
THV,1,Tài sản ngắn hạn/Tổng tài sản,59%,59%,66%,72%,74%
THV,2,Tài sản dài hạn/Tổng tài sản,41%,41%,34%,28%,26%
THV,3,Nợ phải trả/Tổng nguồn vốn,102%,101%,85%,78%,84%
THV,4,Nợ phải trả/Vốn chủ sở hữu,"-4,084%","-14,725%",518%,394%,569%
THV,5,Vốn chủ sở hữu/Tổng nguồn vốn,-3%,-1%,16%,20%,15%
THV,6,Thanh toán hiện hành,62%,62%,83%,101%,96%
THV,7,Thanh toán nhanh,30%,31%,28%,30%,43%
THV,8,Thanh toán nợ ngắn hạn,0%,0%,0%,3%,3%
THV,9,Vòng quay Tổng tài sản,1%,13%,48%,81%,158%
THV,10,Vòng quay tài sản ngắn hạn,2%,21%,70%,112%,216%
THV,11,Vòng quay vốn chủ sở hữu,28%,154%,263%,463%,"1,066%"
THV,12,Vòng quay Hàng tồn kho,4%,51%,97%,150%,403%
THV,13,Lợi nhuận trước thuế/Doanh thu thuần,-123%,-140%,-22%,2%,0%
THV,14,Lợi nhuận sau thuế/Doanh thu thuần,-124%,-140%,-22%,2%,0%
THV,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-16%,-19%,-12%,1%,0%
THV,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),631%,"1,000%",-74%,7%,0%
THV,1,Lợi nhuận trên vốn đầu tư (ROIC),-135%,-95%,-23%,2%,0%
THV,2,Tỷ lệ tăng trưởng doanh thu,-39%,-79%,-39%,-31%,152%
THV,3,Lợi nhuận trên cổ phiếu (EPS),-26%,186%,"-3,282%",592%,-103%
THV,4,Vốn chủ sở hữu,-119%,-104%,-37%,66%,47%
THV,5,Tiền mặt,-23%,-62%,-85%,3%,1%
THV,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
THV,2,Tăng trưởng giá cổ phiếu,-56%,-64%,-78%,-29%,N/A
TIG,1,Tài sản ngắn hạn/Tổng tài sản,46%,49%,57%,58%,32%
TIG,2,Tài sản dài hạn/Tổng tài sản,54%,51%,43%,42%,68%
